t,shock_type,shock_point,policy,task_difficulty,chosen_agent,match_score,latency_ms,call_cost,success,error_type,phase
0,A_degraded,50,static_rule,hard,A,0.2,1505.6908130645752,0.1,1,none,pre
1,A_degraded,50,static_rule,simple,B,0.6,6909.829139709473,0.1,0,api_fail,pre
2,A_degraded,50,static_rule,simple,B,0.6,4171.555280685425,0.1,0,api_fail,pre
3,A_degraded,50,static_rule,hard,A,0.2,888.2656097412109,0.1,1,none,pre
4,A_degraded,50,static_rule,hard,A,0.2,1360.9862327575684,0.1,1,none,pre
5,A_degraded,50,static_rule,simple,B,0.6,3809.1907501220703,0.1,0,api_fail,pre
6,A_degraded,50,static_rule,simple,B,0.6,5889.737367630005,0.1,0,api_fail,pre
7,A_degraded,50,static_rule,simple,B,0.6,8059.186697006226,0.1,0,api_fail,pre
8,A_degraded,50,static_rule,hard,A,0.2,790.8692359924316,0.1,1,none,pre
9,A_degraded,50,static_rule,simple,B,0.6,10969.661235809326,0.1,0,api_fail,pre
10,A_degraded,50,static_rule,hard,A,0.2,720.4849720001221,0.1,1,none,pre
11,A_degraded,50,static_rule,hard,A,0.2,1369.93408203125,0.1,1,none,pre
12,A_degraded,50,static_rule,simple,B,0.6,7420.186758041382,0.1,0,api_fail,pre
13,A_degraded,50,static_rule,hard,A,0.2,619.7547912597656,0.1,1,none,pre
14,A_degraded,50,static_rule,simple,B,0.6,3470.052480697632,0.1,0,api_fail,pre
15,A_degraded,50,static_rule,simple,B,0.6,4708.68706703186,0.1,0,api_fail,pre
16,A_degraded,50,static_rule,hard,A,0.2,919.8918342590332,0.1,1,none,pre
17,A_degraded,50,static_rule,simple,B,0.6,3739.23397064209,0.1,0,api_fail,pre
18,A_degraded,50,static_rule,simple,B,0.6,3130.647659301758,0.1,0,api_fail,pre
19,A_degraded,50,static_rule,hard,A,0.2,739.924430847168,0.1,1,none,pre
20,A_degraded,50,static_rule,hard,A,0.2,659.3120098114014,0.1,1,none,pre
21,A_degraded,50,static_rule,simple,B,0.6,7068.6163902282715,0.1,0,api_fail,pre
22,A_degraded,50,static_rule,simple,B,0.6,9860.35704612732,0.1,0,api_fail,pre
23,A_degraded,50,static_rule,hard,A,0.2,613.0223274230957,0.1,1,none,pre
24,A_degraded,50,static_rule,hard,A,0.2,657.8800678253174,0.1,1,none,pre
25,A_degraded,50,static_rule,hard,A,0.2,609.2081069946289,0.1,1,none,pre
26,A_degraded,50,static_rule,simple,B,0.6,11849.876403808594,0.1,0,api_fail,pre
27,A_degraded,50,static_rule,hard,A,0.2,1431.8087100982666,0.1,1,none,pre
28,A_degraded,50,static_rule,hard,A,0.2,668.116569519043,0.1,1,none,pre
29,A_degraded,50,static_rule,hard,A,0.2,1318.690299987793,0.1,1,none,pre
30,A_degraded,50,static_rule,hard,A,0.2,1291.2497520446777,0.1,1,none,pre
31,A_degraded,50,static_rule,simple,B,0.6,5151.87931060791,0.1,0,api_fail,pre
32,A_degraded,50,static_rule,hard,A,0.2,1067.8308010101318,0.1,1,none,pre
33,A_degraded,50,static_rule,hard,A,0.2,668.9343452453613,0.1,1,none,pre
34,A_degraded,50,static_rule,simple,B,0.6,5663.029909133911,0.1,0,api_fail,pre
35,A_degraded,50,static_rule,simple,B,0.6,6826.643466949463,0.1,0,api_fail,pre
36,A_degraded,50,static_rule,simple,B,0.6,6219.964027404785,0.1,0,api_fail,pre
37,A_degraded,50,static_rule,hard,A,0.2,719.3396091461182,0.1,1,none,pre
38,A_degraded,50,static_rule,hard,A,0.2,599.4813442230225,0.1,1,none,pre
39,A_degraded,50,static_rule,hard,A,0.2,649.0683555603027,0.1,1,none,pre
40,A_degraded,50,static_rule,simple,B,0.6,3429.373025894165,0.1,0,api_fail,pre
41,A_degraded,50,static_rule,hard,A,0.2,589.1060829162598,0.1,1,none,pre
42,A_degraded,50,static_rule,simple,B,0.6,7889.346122741699,0.1,0,api_fail,pre
43,A_degraded,50,static_rule,hard,A,0.2,1099.16353225708,0.1,1,none,pre
44,A_degraded,50,static_rule,simple,B,0.6,5531.587362289429,0.1,0,api_fail,pre
