t,shock_type,shock_point,policy,task_difficulty,chosen_agent,match_score,latency_ms,call_cost,success,error_type,phase
0,A_unavailable,50,random_topL,hard,D,0.95,4616.455793380737,1.0,0,api_fail,pre
1,A_unavailable,50,random_topL,simple,I,0.95,1486.0849380493164,0.1,1,none,pre
2,A_unavailable,50,random_topL,simple,I,0.95,1166.5608882904053,0.1,1,none,pre
3,A_unavailable,50,random_topL,hard,F,0.9,210.37864685058594,0.6,0,logic_error,pre
4,A_unavailable,50,random_topL,hard,E,0.75,1257.0173740386963,0.35,1,none,pre
5,A_unavailable,50,random_topL,simple,H,0.95,666.144609451294,0.075,1,none,pre
6,A_unavailable,50,random_topL,simple,A,0.95,718.7469005584717,0.1,1,none,pre
7,A_unavailable,50,random_topL,simple,I,0.95,1396.5575695037842,0.1,1,none,pre
8,A_unavailable,50,random_topL,hard,D,0.95,3203.418970108032,1.0,1,none,pre
9,A_unavailable,50,random_topL,simple,H,0.95,753.7262439727783,0.075,1,none,pre
10,A_unavailable,50,random_topL,hard,D,0.95,2490.4098510742188,1.0,1,none,pre
11,A_unavailable,50,random_topL,hard,E,0.75,1204.1468620300293,0.35,1,none,pre
12,A_unavailable,50,random_topL,simple,I,0.95,1016.4940357208252,0.1,1,none,pre
13,A_unavailable,50,random_topL,hard,D,0.95,4838.249921798706,1.0,0,api_fail,pre
14,A_unavailable,50,random_topL,simple,A,0.95,646.2888717651367,0.1,1,none,pre
15,A_unavailable,50,random_topL,simple,I,0.95,932.488203048706,0.1,1,none,pre
16,A_unavailable,50,random_topL,hard,F,0.9,236.53674125671387,0.6,0,logic_error,pre
17,A_unavailable,50,random_topL,simple,H,0.95,664.7372245788574,0.075,1,none,pre
18,A_unavailable,50,random_topL,simple,I,0.95,836.7388248443604,0.1,1,none,pre
19,A_unavailable,50,random_topL,hard,E,0.75,1494.5058822631836,0.35,1,none,pre
20,A_unavailable,50,random_topL,hard,F,0.9,344.8069095611572,0.6,0,logic_error,pre
21,A_unavailable,50,random_topL,simple,I,0.95,1199.2137432098389,0.1,1,none,pre
22,A_unavailable,50,random_topL,simple,A,0.95,769.8333263397217,0.1,1,none,pre
23,A_unavailable,50,random_topL,hard,F,0.9,225.23236274719238,0.6,0,logic_error,pre
24,A_unavailable,50,random_topL,hard,D,0.95,4593.762159347534,1.0,0,api_fail,pre
25,A_unavailable,50,random_topL,hard,E,0.75,1449.897289276123,0.35,1,none,pre
26,A_unavailable,50,random_topL,simple,H,0.95,789.8375988006592,0.075,1,none,pre
27,A_unavailable,50,random_topL,hard,D,0.95,2510.2198123931885,1.0,1,none,pre
28,A_unavailable,50,random_topL,hard,F,0.9,253.11875343322754,0.6,0,logic_error,pre
29,A_unavailable,50,random_topL,hard,D,0.95,2219.575881958008,1.0,1,none,pre
30,A_unavailable,50,random_topL,hard,E,0.75,1557.307481765747,0.35,1,none,pre
31,A_unavailable,50,random_topL,simple,H,0.95,666.966438293457,0.075,1,none,pre
32,A_unavailable,50,random_topL,hard,D,0.95,4697.412490844727,1.0,0,api_fail,pre
33,A_unavailable,50,random_topL,hard,F,0.9,337.3119831085205,0.6,0,logic_error,pre
34,A_unavailable,50,random_topL,simple,A,0.95,565.8266544342041,0.1,1,none,pre
35,A_unavailable,50,random_topL,simple,I,0.95,1099.5121002197266,0.1,1,none,pre
36,A_unavailable,50,random_topL,simple,A,0.95,566.4186477661133,0.1,1,none,pre
37,A_unavailable,50,random_topL,hard,E,0.75,1606.7209243774414,0.35,1,none,pre
38,A_unavailable,50,random_topL,hard,E,0.75,1299.668788909912,0.35,1,none,pre
39,A_unavailable,50,random_topL,hard,E,0.75,2879.0194988250732,0.35,1,none,pre
40,A_unavailable,50,random_topL,simple,I,0.95,1121.7632293701172,0.1,1,none,pre
41,A_unavailable,50,random_topL,hard,F,0.9,287.10126876831055,0.6,0,logic_error,pre
42,A_unavailable,50,random_topL,simple,H,0.95,644.350528717041,0.075,1,none,pre
43,A_unavailable,50,random_topL,hard,D,0.95,2731.1689853668213,1.0,1,none,pre
44,A_unavailable,50,random_topL,simple,I,0.95,983.9181900024414,0.1,1,none,pre
45,A_unavailable,50,random_topL,simple,H,0.95,1017.5049304962158,0.075,1,none,pre
46,A_unavailable,50,random_topL,hard,D,0.95,3917.4091815948486,1.0,1,none,pre
47,A_unavailable,50,random_topL,hard,D,0.95,2839.84637260437,1.0,1,none,pre
48,A_unavailable,50,random_topL,hard,D,0.95,4415.048837661743,1.0,1,none,pre
49,A_unavailable,50,random_topL,simple,A,0.95,605.1015853881836,0.1,1,none,pre
50,A_unavailable,50,random_topL,hard,F,0.9,660.6190204620361,0.6,0,logic_error,post
51,A_unavailable,50,random_topL,hard,F,0.9,228.45005989074707,0.6,0,logic_error,post
52,A_unavailable,50,random_topL,simple,H,0.95,697.4513530731201,0.075,1,none,post
53,A_unavailable,50,random_topL,simple,A,0.95,543.6880588531494,0.1,1,none,post
54,A_unavailable,50,random_topL,hard,F,0.9,205.43766021728516,0.6,0,logic_error,post
55,A_unavailable,50,random_topL,simple,A,0.95,750.9479522705078,0.1,1,none,post
