t,policy,task_difficulty,chosen_agent,match_score,load,latency_ms,call_cost,success,fallback_used,total_cost_this_task,total_latency_this_task,reward_used_for_update,error_type
0,sop_rule,easy,A,0.5,0.3,61.69295310974121,0.0,0,0,0.0,61.69295310974121,0.0,logic_error
1,sop_rule,easy,A,0.5,0.5640000000000001,69.13876533508301,0.0,0,0,0.0,69.13876533508301,0.0,logic_error
2,sop_rule,hard,D,0.95,0.3,58.36129188537598,0.0,0,0,0.0,58.36129188537598,0.0,logic_error
3,sop_rule,easy,A,0.5,0.7367616,66.90001487731934,0.0,0,0,0.0,66.90001487731934,0.0,logic_error
4,sop_rule,easy,A,0.5,0.9483502079999999,65.15908241271973,0.0,0,0,0.0,65.15908241271973,0.0,logic_error
5,sop_rule,hard,D,0.95,0.5044416,62.26396560668945,0.0,0,0,0.0,62.26396560668945,0.0,logic_error
6,sop_rule,hard,D,0.95,0.743908608,64.44406509399414,0.0,0,0,0.0,64.44406509399414,0.0,logic_error
7,sop_rule,hard,D,0.95,0.9546395750400001,63.29607963562012,0.0,0,0,0.0,63.29607963562012,0.0,logic_error
8,sop_rule,easy,A,0.5,0.8687212193926348,67.1999454498291,0.0,0,0,0.0,67.1999454498291,0.0,logic_error
9,sop_rule,easy,A,0.5,1.0,65.77515602111816,0.0,0,0,0.0,65.77515602111816,0.0,logic_error
10,sop_rule,easy,A,0.5,1.0,62.558889389038086,0.0,0,0,0.0,62.558889389038086,0.0,logic_error
11,sop_rule,hard,D,0.95,0.8724929236238599,61.42711639404297,0.0,0,0,0.0,61.42711639404297,0.0,logic_error
12,sop_rule,hard,D,0.95,1.0,71.50697708129883,0.0,0,0,0.0,71.50697708129883,0.0,logic_error
13,sop_rule,easy,A,0.5,0.9814719999999999,69.38910484313965,0.0,0,0,0.0,69.38910484313965,0.0,logic_error
14,sop_rule,easy,A,0.5,1.0,71.59805297851562,0.0,0,0,0.0,71.59805297851562,0.0,logic_error
15,sop_rule,hard,D,0.95,0.9814719999999999,69.72789764404297,0.0,0,0,0.0,69.72789764404297,0.0,logic_error
16,sop_rule,hard,D,0.95,1.0,66.21599197387695,0.0,0,0,0.0,66.21599197387695,0.0,logic_error
17,sop_rule,hard,D,0.95,1.0,71.26617431640625,0.0,0,0,0.0,71.26617431640625,0.0,logic_error
18,sop_rule,hard,D,0.95,1.0,72.08919525146484,0.0,0,0,0.0,72.08919525146484,0.0,logic_error
19,sop_rule,hard,D,0.95,1.0,73.59910011291504,0.0,0,0,0.0,73.59910011291504,0.0,logic_error
20,sop_rule,hard,D,0.95,1.0,60.08505821228027,0.0,0,0,0.0,60.08505821228027,0.0,logic_error
21,sop_rule,hard,D,0.95,1.0,68.87102127075195,0.0,0,0,0.0,68.87102127075195,0.0,logic_error
22,sop_rule,easy,A,0.5,0.6596345248055295,67.34800338745117,0.0,0,0,0.0,67.34800338745117,0.0,logic_error
23,sop_rule,easy,A,0.5,0.880478381828866,108.74581336975098,0.0,0,0,0.0,108.74581336975098,0.0,logic_error
24,sop_rule,easy,A,0.5,1.0,68.90201568603516,0.0,0,0,0.0,68.90201568603516,0.0,logic_error
25,sop_rule,easy,A,0.5,1.0,64.43333625793457,0.0,0,0,0.0,64.43333625793457,0.0,logic_error
26,sop_rule,easy,A,0.5,1.0,72.14999198913574,0.0,0,0,0.0,72.14999198913574,0.0,logic_error
27,sop_rule,easy,A,0.5,1.0,66.3139820098877,0.0,0,0,0.0,66.3139820098877,0.0,logic_error
28,sop_rule,easy,A,0.5,1.0,70.6779956817627,0.0,0,0,0.0,70.6779956817627,0.0,logic_error
29,sop_rule,easy,A,0.5,1.0,64.23711776733398,0.0,0,0,0.0,64.23711776733398,0.0,logic_error
30,sop_rule,easy,A,0.5,1.0,62.80875205993652,0.0,0,0,0.0,62.80875205993652,0.0,logic_error
31,sop_rule,easy,A,0.5,1.0,59.45181846618652,0.0,0,0,0.0,59.45181846618652,0.0,logic_error
32,sop_rule,hard,D,0.95,0.5450808588882738,71.07806205749512,0.0,0,0,0.0,71.07806205749512,0.0,logic_error
33,sop_rule,hard,D,0.95,0.7796711558216809,58.81023406982422,0.0,0,0,0.0,58.81023406982422,0.0,logic_error
34,sop_rule,hard,D,0.95,0.9861106171230791,67.49892234802246,0.0,0,0,0.0,67.49892234802246,0.0,logic_error
35,sop_rule,easy,A,0.5,0.8996953599999999,73.85492324829102,0.0,0,0,0.0,73.85492324829102,0.0,logic_error
36,sop_rule,easy,A,0.5,1.0,65.48929214477539,0.0,0,0,0.0,65.48929214477539,0.0,logic_error
37,sop_rule,hard,D,0.95,0.972006774472099,64.5742416381836,0.0,0,0,0.0,64.5742416381836,0.0,logic_error
38,sop_rule,easy,A,0.5,1.0,68.57085227966309,0.0,0,0,0.0,68.57085227966309,0.0,logic_error
39,sop_rule,easy,A,0.5,1.0,66.81513786315918,0.0,0,0,0.0,66.81513786315918,0.0,logic_error
40,sop_rule,hard,D,0.95,0.9623954006130504,69.95916366577148,0.0,0,0,0.0,69.95916366577148,0.0,logic_error
41,sop_rule,easy,A,0.5,1.0,66.95389747619629,0.0,0,0,0.0,66.95389747619629,0.0,logic_error
42,sop_rule,easy,A,0.5,1.0,55.84096908569336,0.0,0,0,0.0,55.84096908569336,0.0,logic_error
43,sop_rule,easy,A,0.5,1.0,67.1396255493164,0.0,0,0,0.0,67.1396255493164,0.0,logic_error
44,sop_rule,hard,D,0.95,0.8771440562329875,61.743736267089844,0.0,0,0,0.0,61.743736267089844,0.0,logic_error
