t,policy,task_difficulty,chosen_agent,match_score,load,latency_ms,call_cost,success,fallback_used,total_cost_this_task,total_latency_this_task,reward_used_for_update,error_type
0,sop_strong,easy,D,0.5,0.3,2408.506155014038,0.00045525000000000003,1,0,0.00045525000000000003,2408.506155014038,0.0,none
1,sop_strong,easy,D,0.5,0.5640000000000001,2898.361921310425,0.00064825,0,0,0.00064825,2898.361921310425,0.0,none
2,sop_strong,hard,D,0.95,0.79632,3017.4739360809326,0.000664,0,0,0.000664,3017.4739360809326,0.0,none
3,sop_strong,easy,D,0.5,1.0,1830.7559490203857,0.00035475000000000003,1,0,0.00035475000000000003,1830.7559490203857,0.0,none
4,sop_strong,easy,D,0.5,1.0,3458.6918354034424,0.0006619999999999999,0,0,0.0006619999999999999,3458.6918354034424,0.0,none
5,sop_strong,hard,D,0.95,1.0,1674.5202541351318,0.00033075,1,0,0.00033075,1674.5202541351318,0.0,none
6,sop_strong,hard,D,0.95,1.0,1322.3228454589844,0.00019325,1,0,0.00019325,1322.3228454589844,0.0,none
7,sop_strong,hard,D,0.95,1.0,2803.391933441162,0.00058475,1,0,0.00058475,2803.391933441162,0.0,none
8,sop_strong,easy,D,0.5,1.0,3026.8001556396484,0.0006529999999999999,0,0,0.0006529999999999999,3026.8001556396484,0.0,none
9,sop_strong,easy,D,0.5,1.0,1273.2129096984863,0.0002055,1,0,0.0002055,1273.2129096984863,0.0,none
10,sop_strong,easy,D,0.5,1.0,4127.591848373413,0.0005895,1,0,0.0005895,4127.591848373413,0.0,none
11,sop_strong,hard,D,0.95,1.0,1526.8521308898926,0.0003325,1,0,0.0003325,1526.8521308898926,0.0,none
12,sop_strong,hard,D,0.95,1.0,3139.6472454071045,0.0006145,1,0,0.0006145,3139.6472454071045,0.0,none
13,sop_strong,easy,D,0.5,1.0,1654.8409461975098,0.00032799999999999995,1,0,0.00032799999999999995,1654.8409461975098,0.0,none
14,sop_strong,easy,D,0.5,1.0,1942.1682357788086,0.00032974999999999997,1,0,0.00032974999999999997,1942.1682357788086,0.0,none
15,sop_strong,hard,D,0.95,1.0,3123.7409114837646,0.00065825,0,0,0.00065825,3123.7409114837646,0.0,none
16,sop_strong,hard,D,0.95,1.0,2622.605800628662,0.000588,1,0,0.000588,2622.605800628662,0.0,none
17,sop_strong,hard,D,0.95,1.0,1668.100118637085,0.00032974999999999997,1,0,0.00032974999999999997,1668.100118637085,0.0,none
18,sop_strong,hard,D,0.95,1.0,1557.9290390014648,0.00032675,1,0,0.00032675,1557.9290390014648,0.0,none
19,sop_strong,hard,D,0.95,1.0,2382.319211959839,0.00047075000000000003,1,0,0.00047075000000000003,2382.319211959839,0.0,none
20,sop_strong,hard,D,0.95,1.0,1526.684045791626,0.00033725,1,0,0.00033725,1526.684045791626,0.0,none
21,sop_strong,hard,D,0.95,1.0,3179.628849029541,0.000539,0,0,0.000539,3179.628849029541,0.0,none
22,sop_strong,easy,D,0.5,1.0,2859.6198558807373,0.000588,1,0,0.000588,2859.6198558807373,0.0,none
23,sop_strong,easy,D,0.5,1.0,2677.765130996704,0.0005605,1,0,0.0005605,2677.765130996704,0.0,none
24,sop_strong,easy,D,0.5,1.0,2856.95481300354,0.0007617500000000001,1,0,0.0007617500000000001,2856.95481300354,0.0,none
25,sop_strong,easy,D,0.5,1.0,2821.8770027160645,0.0006529999999999999,0,0,0.0006529999999999999,2821.8770027160645,0.0,none
26,sop_strong,easy,D,0.5,1.0,2402.951955795288,0.0005855,1,0,0.0005855,2402.951955795288,0.0,none
27,sop_strong,easy,D,0.5,1.0,1789.5102500915527,0.0003835,1,0,0.0003835,1789.5102500915527,0.0,none
28,sop_strong,easy,D,0.5,1.0,2884.2170238494873,0.00066,0,0,0.00066,2884.2170238494873,0.0,none
29,sop_strong,easy,D,0.5,1.0,1041.7039394378662,0.00023125,1,0,0.00023125,1041.7039394378662,0.0,none
30,sop_strong,easy,D,0.5,1.0,1692.8598880767822,0.00032375,1,0,0.00032375,1692.8598880767822,0.0,none
