t,shock_type,shock_point,policy,task_difficulty,chosen_agent,match_score,latency_ms,call_cost,success,error_type,phase
0,none,50,random_topL,simple,I,0.95,664.5128726959229,0.1,1,none,all
1,none,50,random_topL,hard,D,0.95,1596.0662364959717,1.6,1,none,all
2,none,50,random_topL,simple,I,0.95,707.9529762268066,0.1,1,none,all
3,none,50,random_topL,simple,A,0.95,439.97979164123535,0.1,1,none,all
4,none,50,random_topL,simple,I,0.95,1236.1361980438232,0.175,1,none,all
5,none,50,random_topL,hard,E,0.75,4820.5811977386475,1.9500000000000002,1,none,all
6,none,50,random_topL,hard,D,0.95,2073.5599994659424,1.6,1,none,all
7,none,50,random_topL,hard,E,0.75,1332.8831195831299,0.35,1,none,all
8,none,50,random_topL,simple,I,0.95,656.9540500640869,0.1,1,none,all
9,none,50,random_topL,hard,D,0.95,2752.230405807495,1.0,1,none,all
10,none,50,random_topL,simple,A,0.95,485.21995544433594,0.1,1,none,all
11,none,50,random_topL,hard,E,0.75,707.11350440979,0.95,1,none,all
12,none,50,random_topL,simple,A,0.95,998.2476234436035,0.175,1,none,all
13,none,50,random_topL,hard,E,0.75,1251.1241436004639,0.35,1,none,all
14,none,50,random_topL,hard,D,0.95,2503.331422805786,1.0,1,none,all
15,none,50,random_topL,hard,E,0.75,671.7936992645264,0.35,1,none,all
16,none,50,random_topL,simple,I,0.95,910.7239246368408,0.1,1,none,all
17,none,50,random_topL,hard,E,0.75,4365.1697635650635,1.35,1,none,all
18,none,50,random_topL,simple,A,0.95,388.9610767364502,0.1,1,none,all
19,none,50,random_topL,simple,I,0.95,1220.7756042480469,0.175,1,none,all
20,none,50,random_topL,simple,I,0.95,1499.1652965545654,0.175,1,none,all
21,none,50,random_topL,hard,D,0.95,5910.106658935547,1.0,1,none,all
22,none,50,random_topL,simple,I,0.95,1047.027826309204,0.1,1,none,all
23,none,50,random_topL,hard,E,0.75,567.4874782562256,0.35,1,none,all
24,none,50,random_topL,simple,A,0.95,1265.8295631408691,0.175,1,none,all
25,none,50,random_topL,hard,D,0.95,2786.637306213379,1.0,1,none,all
26,none,50,random_topL,simple,I,0.95,707.2434425354004,0.1,1,none,all
27,none,50,random_topL,simple,A,0.95,374.3307590484619,0.1,1,none,all
28,none,50,random_topL,hard,E,0.75,1399.3322849273682,0.95,1,none,all
29,none,50,random_topL,simple,I,0.95,1611.499547958374,0.275,1,none,all
30,none,50,random_topL,simple,I,0.95,590.9736156463623,0.1,1,none,all
31,none,50,random_topL,simple,I,0.95,635.5159282684326,0.1,1,none,all
32,none,50,random_topL,simple,I,0.95,660.7811450958252,0.1,1,none,all
33,none,50,random_topL,hard,E,0.75,536.2503528594971,0.95,1,none,all
34,none,50,random_topL,hard,E,0.75,3830.064535140991,1.9500000000000002,1,none,all
35,none,50,random_topL,hard,E,0.75,4672.104358673096,1.9500000000000002,1,none,all
36,none,50,random_topL,simple,I,0.95,700.3862857818604,0.1,1,none,all
37,none,50,random_topL,simple,I,0.95,659.9416732788086,0.1,1,none,all
38,none,50,random_topL,simple,I,0.95,1046.0383892059326,0.2,1,none,all
39,none,50,random_topL,hard,D,0.95,2182.260274887085,1.0,1,none,all
40,none,50,random_topL,simple,I,0.95,642.53830909729,0.1,1,none,all
41,none,50,random_topL,simple,A,0.95,933.7189197540283,0.175,1,none,all
42,none,50,random_topL,hard,E,0.75,829.2803764343262,0.35,1,none,all
43,none,50,random_topL,hard,D,0.95,1990.8134937286377,1.0,1,none,all
44,none,50,random_topL,simple,A,0.95,416.1355495452881,0.1,1,none,all
45,none,50,random_topL,hard,D,0.95,1711.7805480957031,1.0,1,none,all
46,none,50,random_topL,hard,E,0.75,568.6178207397461,0.35,1,none,all
47,none,50,random_topL,simple,I,0.95,633.6028575897217,0.1,1,none,all
48,none,50,random_topL,simple,I,0.95,686.4542961120605,0.1,1,none,all
49,none,50,random_topL,simple,A,0.95,369.30012702941895,0.1,1,none,all
50,none,50,random_topL,simple,I,0.95,1191.1921501159668,0.175,1,none,all
51,none,50,random_topL,simple,I,0.95,611.3824844360352,0.1,1,none,all
52,none,50,random_topL,simple,A,0.95,381.23345375061035,0.1,1,none,all
53,none,50,random_topL,simple,A,0.95,1124.3665218353271,0.175,1,none,all
54,none,50,random_topL,simple,I,0.95,641.6332721710205,0.1,1,none,all
55,none,50,random_topL,simple,A,0.95,367.9032325744629,0.1,1,none,all
56,none,50,random_topL,simple,I,0.95,1143.3558464050293,0.175,1,none,all
57,none,50,random_topL,hard,D,0.95,1956.8195343017578,1.0,1,none,all
58,none,50,random_topL,simple,I,0.95,1088.5279178619385,0.175,1,none,all
59,none,50,random_topL,simple,A,0.95,446.96998596191406,0.1,1,none,all
60,none,50,random_topL,hard,E,0.75,1143.7599658966064,0.35,1,none,all
61,none,50,random_topL,hard,E,0.75,498.22473526000977,0.35,1,none,all
62,none,50,random_topL,hard,E,0.75,1141.1046981811523,0.95,1,none,all
63,none,50,random_topL,simple,I,0.95,1226.3033390045166,0.175,1,none,all
64,none,50,random_topL,hard,E,0.75,1403.9137363433838,0.35,1,none,all
65,none,50,random_topL,hard,E,0.75,431.4990043640137,0.35,1,none,all
66,none,50,random_topL,simple,A,0.95,1039.3292903900146,0.175,1,none,all
67,none,50,random_topL,simple,I,0.95,641.5467262268066,0.1,1,none,all
68,none,50,random_topL,hard,E,0.75,4927.760124206543,1.9500000000000002,1,none,all
69,none,50,random_topL,simple,I,0.95,1107.3453426361084,0.175,1,none,all
