t,shock_type,shock_point,policy,task_difficulty,chosen_agent,match_score,latency_ms,call_cost,success,error_type,phase
0,none,50,linucb,simple,A,0.95,391.51668548583984,0.1,1,none,all
1,none,50,linucb,hard,D,0.95,1670.5963611602783,1.0,1,none,all
2,none,50,linucb,simple,A,0.95,343.2765007019043,0.1,1,none,all
3,none,50,linucb,simple,A,0.95,406.5871238708496,0.1,1,none,all
4,none,50,linucb,simple,A,0.95,420.7782745361328,0.1,1,none,all
5,none,50,linucb,hard,E,0.75,4733.75129699707,1.9500000000000002,1,none,all
6,none,50,linucb,hard,E,0.75,4893.4149742126465,1.9500000000000002,1,none,all
7,none,50,linucb,hard,D,0.95,2246.9987869262695,1.0,1,none,all
8,none,50,linucb,simple,A,0.95,676.8975257873535,0.1,1,none,all
9,none,50,linucb,hard,E,0.75,4054.658889770508,1.9500000000000002,1,none,all
10,none,50,linucb,simple,A,0.95,572.3040103912354,0.1,1,none,all
11,none,50,linucb,hard,D,0.95,1984.0788841247559,1.0,1,none,all
12,none,50,linucb,simple,A,0.95,421.59056663513184,0.1,1,none,all
13,none,50,linucb,hard,D,0.95,1926.3851642608643,1.0,1,none,all
14,none,50,linucb,hard,D,0.95,1731.7557334899902,1.0,1,none,all
15,none,50,linucb,hard,D,0.95,2490.3104305267334,1.0,1,none,all
16,none,50,linucb,simple,A,0.95,505.22685050964355,0.1,1,none,all
17,none,50,linucb,hard,E,0.75,4787.975549697876,1.35,1,none,all
18,none,50,linucb,simple,A,0.95,590.9042358398438,0.1,1,none,all
19,none,50,linucb,simple,A,0.95,540.5073165893555,0.1,1,none,all
20,none,50,linucb,simple,A,0.95,495.27525901794434,0.1,1,none,all
21,none,50,linucb,hard,E,0.75,3461.8823528289795,1.35,1,none,all
22,none,50,linucb,simple,A,0.95,532.1221351623535,0.1,1,none,all
23,none,50,linucb,hard,D,0.95,2573.0669498443604,1.0,1,none,all
24,none,50,linucb,simple,A,0.95,413.71798515319824,0.1,1,none,all
25,none,50,linucb,hard,D,0.95,1554.6951293945312,1.0,1,none,all
26,none,50,linucb,simple,A,0.95,405.29465675354004,0.1,1,none,all
27,none,50,linucb,simple,A,0.95,354.28357124328613,0.1,1,none,all
28,none,50,linucb,hard,D,0.95,3165.1644706726074,1.0,1,none,all
29,none,50,linucb,simple,I,0.95,2000.7531642913818,0.275,1,none,all
30,none,50,linucb,simple,A,0.95,355.0102710723877,0.1,1,none,all
31,none,50,linucb,simple,A,0.95,429.6712875366211,0.1,1,none,all
32,none,50,linucb,simple,A,0.95,474.7960567474365,0.1,1,none,all
