t,shock_type,shock_point,policy,task_difficulty,chosen_agent,match_score,latency_ms,call_cost,success,error_type,phase
0,A_unavailable,250,random_topL,simple,I,0.95,695.5287456512451,0.1,1,none,pre
1,A_unavailable,250,random_topL,hard,D,0.95,1458.9881896972656,1.0,1,none,pre
2,A_unavailable,250,random_topL,simple,A,0.95,1092.0491218566895,0.175,1,none,pre
3,A_unavailable,250,random_topL,simple,A,0.95,461.012601852417,0.1,1,none,pre
4,A_unavailable,250,random_topL,simple,I,0.95,634.7448825836182,0.1,1,none,pre
5,A_unavailable,250,random_topL,hard,E,0.75,4464.171886444092,1.35,1,none,pre
6,A_unavailable,250,random_topL,hard,E,0.75,1246.8156814575195,0.35,1,none,pre
7,A_unavailable,250,random_topL,hard,E,0.75,1495.3958988189697,0.95,1,none,pre
8,A_unavailable,250,random_topL,simple,A,0.95,711.4274501800537,0.1,1,none,pre
9,A_unavailable,250,random_topL,hard,E,0.75,4598.240852355957,1.9500000000000002,1,none,pre
10,A_unavailable,250,random_topL,simple,A,0.95,423.0082035064697,0.1,1,none,pre
11,A_unavailable,250,random_topL,hard,E,0.75,623.138427734375,0.95,1,none,pre
12,A_unavailable,250,random_topL,simple,I,0.95,769.4807052612305,0.1,1,none,pre
13,A_unavailable,250,random_topL,hard,E,0.75,1174.8533248901367,0.35,1,none,pre
14,A_unavailable,250,random_topL,hard,D,0.95,1970.3216552734375,1.0,1,none,pre
15,A_unavailable,250,random_topL,hard,D,0.95,1981.1019897460938,1.0,1,none,pre
16,A_unavailable,250,random_topL,simple,I,0.95,1221.982717514038,0.175,1,none,pre
17,A_unavailable,250,random_topL,hard,E,0.75,4140.678644180298,1.35,1,none,pre
18,A_unavailable,250,random_topL,simple,A,0.95,461.0259532928467,0.1,1,none,pre
19,A_unavailable,250,random_topL,simple,I,0.95,745.7540035247803,0.1,1,none,pre
20,A_unavailable,250,random_topL,simple,A,0.95,437.8626346588135,0.1,1,none,pre
21,A_unavailable,250,random_topL,hard,E,0.75,533.5652828216553,0.35,1,none,pre
22,A_unavailable,250,random_topL,simple,A,0.95,480.47471046447754,0.1,1,none,pre
23,A_unavailable,250,random_topL,hard,E,0.75,513.4077072143555,0.35,1,none,pre
24,A_unavailable,250,random_topL,simple,I,0.95,675.8260726928711,0.1,1,none,pre
25,A_unavailable,250,random_topL,hard,D,0.95,2043.0569648742676,1.0,1,none,pre
26,A_unavailable,250,random_topL,simple,I,0.95,1299.9413013458252,0.175,1,none,pre
27,A_unavailable,250,random_topL,simple,A,0.95,481.0152053833008,0.1,1,none,pre
28,A_unavailable,250,random_topL,hard,D,0.95,2025.3350734710693,1.6,1,none,pre
29,A_unavailable,250,random_topL,simple,I,0.95,1580.3556442260742,0.175,1,none,pre
30,A_unavailable,250,random_topL,simple,A,0.95,397.95446395874023,0.1,1,none,pre
31,A_unavailable,250,random_topL,simple,A,0.95,544.1138744354248,0.1,1,none,pre
32,A_unavailable,250,random_topL,simple,A,0.95,452.8238773345947,0.1,1,none,pre
33,A_unavailable,250,random_topL,hard,E,0.75,1173.933744430542,0.35,1,none,pre
34,A_unavailable,250,random_topL,hard,E,0.75,1627.180814743042,0.95,1,none,pre
35,A_unavailable,250,random_topL,hard,E,0.75,3952.106714248657,1.9500000000000002,1,none,pre
36,A_unavailable,250,random_topL,simple,I,0.95,713.6287689208984,0.1,1,none,pre
37,A_unavailable,250,random_topL,simple,A,0.95,481.414794921875,0.1,1,none,pre
38,A_unavailable,250,random_topL,simple,I,0.95,657.9029560089111,0.1,1,none,pre
39,A_unavailable,250,random_topL,hard,E,0.75,801.398515701294,0.95,1,none,pre
40,A_unavailable,250,random_topL,simple,A,0.95,640.2583122253418,0.1,1,none,pre
41,A_unavailable,250,random_topL,simple,I,0.95,786.7431640625,0.1,1,none,pre
42,A_unavailable,250,random_topL,hard,E,0.75,535.1948738098145,0.35,1,none,pre
43,A_unavailable,250,random_topL,hard,D,0.95,1913.3360385894775,1.6,1,none,pre
44,A_unavailable,250,random_topL,simple,A,0.95,433.0902099609375,0.1,1,none,pre
45,A_unavailable,250,random_topL,hard,D,0.95,1661.7205142974854,1.0,1,none,pre
46,A_unavailable,250,random_topL,hard,E,0.75,5012.409925460815,1.9500000000000002,1,none,pre
47,A_unavailable,250,random_topL,simple,A,0.95,461.40027046203613,0.1,1,none,pre
48,A_unavailable,250,random_topL,simple,I,0.95,1508.011817932129,0.175,1,none,pre
49,A_unavailable,250,random_topL,simple,I,0.95,610.9168529510498,0.1,1,none,pre
50,A_unavailable,250,random_topL,simple,I,0.95,701.9152641296387,0.1,1,none,pre
51,A_unavailable,250,random_topL,simple,I,0.95,723.3636379241943,0.1,1,none,pre
