t,policy,task_difficulty,chosen_agent,match_score,load,latency_ms,call_cost,success,fallback_used,total_cost_this_task,total_latency_this_task,reward_used_for_update
26,random,simple,A,0.8,1.0,1690.9357085535405,1.0,1,0,1.0,1690.9357085535405,0.0
27,random,simple,D,0.85,0.6166901785675698,629.4532459025144,0.22,1,0,0.22,629.4532459025144,0.0
28,random,simple,A,0.8,1.0,1837.922161844212,1.0,1,0,1.0,1837.922161844212,0.0
29,random,simple,D,0.85,0.7775648742827261,659.6011588443417,0.22,1,0,0.22,659.6011588443417,0.0
30,random,simple,A,0.8,1.0,1925.5611483837927,1.0,1,0,1.0,1925.5611483837927,0.0
31,random,simple,D,0.85,0.9021462386445431,698.8649948994507,0.22,1,0,0.22,698.8649948994507,0.0
32,random,simple,D,0.85,1.0,825.0307631363154,0.22,0,0,0.22,825.0307631363154,0.0
33,random,simple,A,0.8,0.9814719999999999,1605.1174279314487,1.0,1,0,1.0,1605.1174279314487,0.0
34,random,simple,A,0.8,1.0,1654.3530137884554,1.0,1,0,1.0,1654.3530137884554,0.0
35,random,simple,D,0.85,0.9814719999999999,787.335209386474,0.22,1,0,0.22,787.335209386474,0.0
36,random,simple,B,0.95,0.49464601267728203,435.4080168017703,0.1,1,0,0.1,435.4080168017703,0.0
37,random,simple,D,0.85,1.0,680.840678949185,0.22,1,0,0.22,680.840678949185,0.0
38,random,simple,A,0.8,0.8996953599999999,1500.6565057949783,1.0,1,0,1.0,1500.6565057949783,0.0
39,random,simple,A,0.8,1.0,1659.5822731342816,1.0,1,0,1.0,1659.5822731342816,0.0
40,random,simple,B,0.95,0.5966369186450672,505.85097122092264,0.1,1,0,0.1,505.85097122092264,0.0
41,random,simple,D,0.85,0.8996953599999999,708.4467831541621,0.22,1,0,0.22,708.4467831541621,0.0
42,random,simple,B,0.95,0.7620356297987401,561.7625455801415,0.1,1,0,0.1,561.7625455801415,0.0
43,random,simple,A,0.8,0.8996953599999999,1571.145211956332,1.0,1,0,1.0,1571.145211956332,0.0
44,random,simple,D,0.85,0.9131171963699201,805.3699635578876,0.22,1,0,0.22,805.3699635578876,0.0
45,random,simple,B,0.95,0.8193059447102071,598.8572516326689,0.1,1,0,0.1,598.8572516326689,0.0
46,random,simple,A,0.8,0.9131171963699201,1451.9342865212898,1.0,1,0,1.0,1451.9342865212898,0.0
47,random,hard,C,0.75,0.3007375761172168,493.7646868880495,0.35,0,0,0.35,493.7646868880495,0.0
