t,policy,task_difficulty,chosen_agent,match_score,load,latency_ms,call_cost,success,fallback_used,total_cost_this_task,total_latency_this_task,reward_used_for_update,error_type
0,sop_rule,easy,A,0.5,0.3,772.3822593688965,4.38e-05,1,0,4.38e-05,772.3822593688965,0.0,none
1,sop_rule,hard,D,0.95,0.3,2189.332962036133,0.00032825000000000004,1,0,0.00032825000000000004,2189.332962036133,0.0,none
2,sop_rule,easy,A,0.5,0.53232,960.6680870056152,0.000111,1,0,0.000111,960.6680870056152,0.0,none
3,sop_rule,easy,A,0.5,0.7684416000000001,626.2381076812744,3.0200000000000002e-05,1,0,3.0200000000000002e-05,626.2381076812744,0.0,none
4,sop_rule,easy,A,0.5,0.976228608,973.5279083251953,7.77e-05,1,0,7.77e-05,973.5279083251953,0.0,none
5,sop_rule,easy,A,0.5,1.0,513.4439468383789,3.01e-05,1,0,3.01e-05,513.4439468383789,0.0,none
6,sop_rule,hard,D,0.95,0.45831957504,1319.1170692443848,0.0001575,1,0,0.0001575,1319.1170692443848,0.0,none
7,sop_rule,hard,D,0.95,0.7033212260352,2719.212055206299,0.00036175,1,0,0.00036175,2719.212055206299,0.0,none
8,sop_rule,easy,A,0.5,0.9814719999999999,1282.2210788726807,0.0001526,1,0,0.0001526,1282.2210788726807,0.0,none
9,sop_rule,hard,D,0.95,0.8446519574416589,3252.021074295044,0.00054175,0,0,0.00054175,3252.021074295044,0.0,none
10,sop_rule,hard,D,0.95,1.0,3655.6217670440674,0.0010415,1,0,0.0010415,3655.6217670440674,0.0,none
11,sop_rule,hard,D,0.95,1.0,1478.3213138580322,0.0001965,1,0,0.0001965,1478.3213138580322,0.0,none
12,sop_rule,easy,A,0.5,0.8885842043699199,554.8980236053467,4.65e-05,1,0,4.65e-05,554.8980236053467,0.0,none
13,sop_rule,easy,A,0.5,1.0,819.7791576385498,7.7e-05,1,0,7.7e-05,819.7791576385498,0.0,none
14,sop_rule,easy,A,0.5,1.0,1500.2989768981934,0.0001665,1,0,0.0001665,1500.2989768981934,0.0,none
15,sop_rule,easy,A,0.5,1.0,921.5071201324463,7.210000000000002e-05,1,0,7.210000000000002e-05,921.5071201324463,0.0,none
16,sop_rule,easy,A,0.5,1.0,817.6581859588623,6.510000000000001e-05,1,0,6.510000000000001e-05,817.6581859588623,0.0,none
17,sop_rule,easy,A,0.5,1.0,589.6720886230469,5.77e-05,1,0,5.77e-05,589.6720886230469,0.0,none
18,sop_rule,easy,A,0.5,1.0,1023.4928131103516,0.00010680000000000001,1,0,0.00010680000000000001,1023.4928131103516,0.0,none
19,sop_rule,easy,A,0.5,1.0,1007.983922958374,5.5e-05,1,0,5.5e-05,1007.983922958374,0.0,none
20,sop_rule,easy,A,0.5,1.0,661.8921756744385,6.51e-05,1,0,6.51e-05,661.8921756744385,0.0,none
21,sop_rule,easy,A,0.5,1.0,672.9247570037842,4.9800000000000004e-05,1,0,4.9800000000000004e-05,672.9247570037842,0.0,none
22,sop_rule,hard,D,0.95,0.5450808588882738,1866.1692142486572,4.825e-05,1,0,4.825e-05,1866.1692142486572,0.0,none
23,sop_rule,easy,A,0.5,1.0,705.2419185638428,7.740000000000001e-05,1,0,7.740000000000001e-05,705.2419185638428,0.0,none
24,sop_rule,hard,D,0.95,0.7221106171230792,4839.478015899658,0.00099225,1,0,0.00099225,4839.478015899658,0.0,none
25,sop_rule,hard,D,0.95,0.9354573430683097,2906.2118530273438,6.35e-05,1,0,6.35e-05,2906.2118530273438,0.0,none
